,Form,Topic Category,Rank,Type,Polarity
0,guest,concept,1,Top>Person,N
1,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
2,dollar,concept,3,Top>Unit>Currency,N
3,bill,concept,4,Top,N
4,service,concept,5,Top>Product>ProfessionalService,N+
5,laundry,concept,6,Top>Location>Facility,N+
6,room,concept,7,Top>Location>Facility,P
7,room,concept,8,Top>Location>Facility,P
8,guest,concept,9,Top>Person,N
9,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
10,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P
12,buffet,concept,4,Top,P
16,staff,concept,8,Top>Organization,P
17,friendly,concept,9,Top,P
18,dinner,concept,10,Top>Product>Food,P
19,room,concept,11,Top>Location>Facility,P+
20,hall,concept,12,Top>Location>Facility,P
21,Wi-Fi,concept,13,Top>OtherEntity>MethodSystem,P
22,dinner,concept,14,Top>Event,P
23,room,concept,15,Top>Location>Facility,P+
24,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
25,advertisement,concept,2,Top>Product>CulturalProduct>Broadcast,P
27,spot,concept,4,Top>Product>CulturalProduct>Broadcast,P
28,food,concept,5,Top>Product>Food,P
29,room,concept,6,Top>Location>Facility,P
30,tourist,concept,7,Top>Person,P
31,room,concept,8,Top>Location>Facility,P
32,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
33,location,concept,2,Top>Location>Address,P
34,location,concept,3,Top>Location,P
35,telephone,concept,4,Top>Id>PhoneNumber,N
36,staff,concept,5,Top>Organization,P
37,friendly,concept,6,Top,P+
42,breakfast,concept,4,Top>Event,P
43,breakfast,concept,5,Top>Product>Food,P
45,staff,concept,7,Top>Organization,P+
46,friendly,concept,8,Top,P+
48,service,concept,10,Top>Product>ProfessionalService,P
51,God,concept,1,Top>OtherEntity>God,P
52,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
53,atmosphere,concept,3,Top>Location,P
54,atmosphere,concept,4,Top>Unit>WeightUnit,P
55,food,concept,5,Top>Product>Food,P
56,friendly,concept,6,Top,P
57,staff,concept,7,Top>Organization,P+
58,friendly,concept,8,Top,P+
59,bathroom,concept,9,Top>Location>Facility,P
60,room,concept,10,Top>Location>Facility,P
61,room,concept,11,Top>Location>Facility,P
63,food,concept,2,Top>Product>Food,P+
64,friendly,concept,3,Top,P
68,Samar,entity,1,Top>Person>FirstName,P+
70,Samar,entity,3,Top>Person>FirstName,P+
71,coach,concept,1,Top>OtherEntity>Vocation,P+
73,prize,concept,3,Top>OtherEntity>Award,P
75,restaurant,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
76,administrator,concept,6,Top>OtherEntity>Vocation,P+
78,food,concept,8,Top>Product>Food,P+
80,friendly,concept,10,Top,P+
81,bathroom,concept,11,Top>Location>Facility,P
84,manager,concept,14,Top>OtherEntity>Title,P+
85,executive,concept,15,Top>OtherEntity>Title,P+
86,room,concept,16,Top>Location>Facility,P
87,employee,concept,17,Top>Person,P+
88,neighborhood,concept,18,Top>Location>GeoPoliticalEntity,P
89,room,concept,19,Top>Location>Facility,P
90,group,concept,1,Top>Organization,P
91,buffet,concept,2,Top,P+
92,place,concept,3,Top>Location,P
94,staff,concept,5,Top>Organization,P+
95,friendly,concept,6,Top,P+
96,meal,concept,7,Top>Product>Food,P+
97,room,concept,8,Top>Location>Facility,N
98,Palestinian,concept,9,Top>Person,P+
99,room,concept,10,Top>Location>Facility,N
100,Jerusalem,entity,1,Top>Location>GeoPoliticalEntity>City,N
103,pain,concept,2,Top>OtherEntity>Disease,N
104,location,concept,3,Top>Location>Address,NEU
106,location,concept,5,Top>Location,NEU
109,plug,concept,8,Top>Product,N
113,professional,concept,1,Top,P+
115,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
116,friend,concept,4,Top>Person,P
117,wireless,concept,5,Top,P
120,The Intercontinental,entity,3,Top,N
125,elevator,concept,3,Top>Location>Facility,N
126,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
129,bed,concept,7,Top>Location>GeographicalEntity>WaterForm>Channel,P
131,man,concept,9,Top>Person,N
132,fault,concept,10,Top,N
134,group,concept,12,Top>Organization,N
135,friend,concept,13,Top>Person,P
138,toilet,concept,16,Top>Location>Facility,N
139,brush,concept,17,Top>Product>Machine>Instrument,N
143,shock,concept,21,Top>OtherEntity>Disease,N
147,flat,concept,25,Top,P
149,brush,concept,27,Top>Product>Machine>Instrument,N
154,culture,concept,32,Top,N
161,brush,concept,39,Top>Product,N
163,staff,concept,41,Top>Organization,P+
164,friendly,concept,42,Top,P+
165,bathroom,concept,43,Top>Location>Facility,N
168,window,concept,46,Top>Product,P
170,service,concept,48,Top>Product>ProfessionalService,N
177,room,concept,55,Top>Location>Facility,P
178,fight,concept,56,Top>Event,N
179,attitude,concept,57,Top>OtherEntity,P+
185,establishment,concept,63,Top>Location>Facility,NEU
186,doorman,concept,64,Top>OtherEntity>Vocation,N
189,ground floor,concept,67,Top>Location>Facility,P
191,room,concept,69,Top>Location>Facility,P
192,flat,concept,70,Top>Location>Facility,P
195,location,concept,2,Top>Location>Address,P+
196,buffet,concept,3,Top,P+
197,location,concept,4,Top>Location,P+
198,staff,concept,5,Top>Organization,P
199,room,concept,6,Top>Location>Facility,N+
200,room,concept,7,Top>Location>Facility,N+
201,Bethlehem,entity,1,Top>Location>GeoPoliticalEntity,P
202,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
206,buffet,concept,5,Top,P+
209,wind,concept,8,Top>Event>NaturalPhenomena,P
211,room,concept,10,Top>Location>Facility,NEU
212,room,concept,11,Top>Location>Facility,NEU
213,European School Project,entity,1,Top>OtherEntity>Doctrine>Plan,P+
217,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
219,fault,concept,4,Top,N
222,floor,concept,7,Top>Location,P+
223,food,concept,8,Top>Product>Food,P
224,place,concept,9,Top>Location,P+
227,staff,concept,12,Top>Organization,P
228,friendly,concept,13,Top,P
229,standard,concept,14,Top>Product,P
230,service,concept,15,Top>Product>ProfessionalService,P
232,room,concept,17,Top>Location>Facility,P+
234,room,concept,19,Top>Location>Facility,P+
236,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
237,center,concept,3,Top,P
240,floor,concept,6,Top>Location,NEU
241,parking,concept,7,Top>Location>Facility>StationTop,P
242,center,concept,8,Top>Location,P
245,child,concept,11,Top>Person,P
247,window,concept,13,Top>Product,P
248,center,concept,14,Top>Location>Facility,P
251,entertainment,concept,17,Top,P
254,guest,concept,1,Top>Person,P
255,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
256,staff,concept,3,Top>Organization,P
257,friendly,concept,4,Top,P
258,service,concept,5,Top>Product>ProfessionalService,P+
260,guest,concept,7,Top>Person,P
265,village,concept,2,Top>Location>GeoPoliticalEntity>City,P
266,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
267,town,concept,4,Top>Location>GeoPoliticalEntity>City,P
269,town,concept,6,Top>Location>GeoPoliticalEntity,P
270,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
271,food,concept,8,Top>Product>Food,P
272,city,concept,9,Top>Location>GeoPoliticalEntity>City,P
274,staff,concept,11,Top>Organization,P+
275,friendly,concept,12,Top,P+
276,economy,concept,13,Top>OtherEntity>Doctrine>Academic,P
277,room,concept,14,Top>Location>Facility,P
278,mid-range,concept,15,Top,P+
279,room,concept,16,Top>Location>Facility,P
282,Shephed Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
284,Shepherd Hotel,entity,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
286,professional,concept,1,Top,P+
287,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
288,access,concept,3,Top>Process,P
289,stratum,concept,4,Top,P
293,trip,concept,8,Top,P
294,stratum,concept,9,Top,P
299,class,concept,14,Top,P
300,food,concept,15,Top>Product>Food,P
303,heat,concept,18,Top>Event>NaturalPhenomena,P+
305,Palestinian,concept,20,Top>Person,P+
310,market,concept,1,Top>Location>Facility>Market,P
311,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
312,street,concept,3,Top>Location>Facility>Line,P
313,kind,concept,4,Top>Organization,P
314,bed,concept,5,Top>Location>GeographicalEntity>WaterForm>Channel,P
315,couple,concept,6,Top>Organization,P
316,kind,concept,7,Top>OtherEntity>Class,P
317,bakery,concept,8,Top>Location>Facility,P
322,bread,concept,13,Top>Product>Food>CookedPlate,P
323,staff,concept,14,Top>Organization,P+
325,room,concept,16,Top>Location>Facility,P
327,room,concept,18,Top>Location>Facility,P
328,wave,concept,19,Top>Event>NaturalPhenomena,P
329,Israel,entity,1,Top>Location>GeoPoliticalEntity>Country,P
332,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
335,group,concept,5,Top>Organization,P
342,food,concept,12,Top>Product>Food,P
343,place,concept,13,Top>Location,P+
344,load,concept,14,Top>Unit>WeightUnit,P
345,staff,concept,15,Top>Organization,P
347,Wi-Fi,concept,17,Top>OtherEntity>MethodSystem,P
348,tourist,concept,18,Top>Person,P
352,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
353,connection,concept,2,Top>Process,P+
355,high,concept,4,Top,P+
356,food,concept,5,Top>Product>Food,P+
358,place,concept,7,Top>Location,P
359,staff,concept,8,Top>Organization,P
360,friendly,concept,9,Top,P
361,bathroom,concept,10,Top>Location>Facility,P
362,Internet,concept,11,Top>OtherEntity>MethodSystem,P+
363,connection,concept,12,Top,P+
364,room,concept,13,Top>Location>Facility,P
365,speed,concept,14,Top>Unit>SpeedUnit,P+
366,room,concept,15,Top>Location>Facility,P
368,West Bank,entity,2,Top>Organization>Company>FinancialCompany>BankingCompany>BankingServices>Bank,NEU
369,Shepherd hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
370,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,NEU
371,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P+
372,group,concept,3,Top>Organization,P
373,rector,concept,4,Top>OtherEntity>Title,NEU
374,old-fashioned,concept,5,Top>Person,N
375,restaurant,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
376,food,concept,7,Top>Product>Food,P
379,store,concept,10,Top>Location>Facility>Market,P
382,bathroom,concept,13,Top>Location>Facility,N
383,dinner,concept,14,Top>Product>Food,P
384,living room,concept,15,Top>Location>Facility,P
386,room,concept,17,Top>Location>Facility,P+
387,attitude,concept,18,Top>OtherEntity,P
388,Wi-Fi,concept,19,Top>OtherEntity>MethodSystem,P
389,dinner,concept,20,Top>Event,P
390,room,concept,21,Top>Location>Facility,P+
391,Carmel,entity,1,Top>Person>FirstName,P
393,Belen,entity,3,Top>Location>GeoPoliticalEntity>City,P
394,Pilgrimage Tour,entity,4,Top,P
396,Tabeyh,entity,6,Top,P
401,Cremisan,entity,11,Top,P
402,Carmel,entity,12,Top>Location>GeoPoliticalEntity,P
403,Raed,entity,13,Top>Person>FirstName,P
405,people,concept,2,Top>Person,P
407,ale,concept,4,Top>Product>Food>Beverage,P
410,group,concept,7,Top>Organization,P
411,peace,concept,8,Top,P
412,chance,concept,9,Top>OtherEntity,P
414,rector,concept,11,Top>OtherEntity>Title,P
416,atmosphere,concept,13,Top>Location,P
417,special,concept,14,Top>Product>CulturalProduct>Broadcast,P
420,atmosphere,concept,17,Top>Unit>WeightUnit,P
421,food,concept,18,Top>Product>Food,P+
422,breakfast,concept,19,Top>Event,P
423,job,concept,20,Top>OtherEntity>Vocation,P
424,friendly,concept,21,Top,P
425,place,concept,22,Top>Location,P
426,breakfast,concept,23,Top>Product>Food,P
427,justice,concept,24,Top,P
429,staff,concept,26,Top>Organization,P
430,living room,concept,27,Top>Location>Facility,P
434,wine,concept,31,Top>Product>Food>Beverage,P
435,room,concept,32,Top>Location>Facility,P+
436,room,concept,33,Top>Location>Facility,P
437,Caritas,entity,1,Top>Organization>Institute>Ngo,P+
439,food,concept,2,Top>Product>Food,P+
441,place,concept,4,Top>Location,P+
442,room,concept,5,Top>Location>Facility,P
443,refugee,concept,6,Top>Person,P
445,room,concept,8,Top>Location>Facility,P
447,Carmel Convent,entity,2,Top,P+
450,friend,concept,2,Top>Person,P
451,chance,concept,3,Top>OtherEntity,P+
452,church,concept,4,Top>Location>Facility>WorshipPlace,P
453,place,concept,5,Top>Location,P
455,boarding house,concept,7,Top>Location>Facility,P
459,filling,concept,3,Top,N
461,breakfast,concept,5,Top>Event,N
462,breakfast,concept,6,Top>Product>Food,N
464,service,concept,8,Top>Product>ProfessionalService,P
466,average,concept,10,Top,N
473,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
479,shower,concept,8,Top>Event>NaturalPhenomena,P
482,breakfast,concept,11,Top>Event,N+
483,place,concept,12,Top>Location,P
485,breakfast,concept,14,Top>Product>Food,N+
488,staff,concept,17,Top>Organization,P+
489,plug,concept,18,Top>Product,P+
490,room,concept,19,Top>Location>Facility,P
492,room,concept,21,Top>Location>Facility,P
495,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
496,shower,concept,2,Top>Event>NaturalPhenomena,N
497,cold,concept,3,Top>OtherEntity>Disease,N
498,taxi,concept,4,Top,P
499,breakfast,concept,5,Top>Event,P
500,breakfast,concept,6,Top>Product>Food,P
502,staff,concept,8,Top>Organization,P
505,cold,concept,11,Top>Event>NaturalPhenomena,N
506,Wi-Fi,concept,12,Top>OtherEntity>MethodSystem,P
510,trip,concept,3,Top,P
517,staff,concept,10,Top>Organization,N+
518,plug,concept,11,Top>Product,N+
521,interest,concept,14,Top,P
522,heating,concept,15,Top,P
530,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
532,location,concept,4,Top>Location>Address,P
535,reliable,concept,7,Top>Person,P+
536,restaurant,concept,8,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
537,buffet,concept,9,Top,P
538,location,concept,10,Top>Location,P
541,breakfast,concept,13,Top>Event,P
542,breakfast,concept,14,Top>Product>Food,P
543,dinner,concept,15,Top>Product>Food,P
547,room,concept,19,Top>Location>Facility,NEU
548,hall,concept,20,Top>Location>Facility,P
549,Wi-Fi,concept,21,Top>OtherEntity>MethodSystem,P+
551,dinner,concept,23,Top>Event,P
552,room,concept,24,Top>Location>Facility,NEU
554,MY Group,entity,1,Top>Organization,P+
555,The Resort,entity,2,Top,P+
556,people,concept,1,Top>Person,P+
558,side,concept,3,Top>Organization,P
560,carpet,concept,5,Top>Product,P
561,floor,concept,6,Top>Location,P
565,side,concept,10,Top>Location,P
566,room,concept,11,Top>Location>Facility,P
568,room,concept,13,Top>Location>Facility,P
571,compass,concept,2,Top>Product,P+
572,restaurant,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
575,breakfast,concept,6,Top>Event,N+
576,place,concept,7,Top>Location,P
577,breakfast,concept,8,Top>Product>Food,N+
578,staff,concept,9,Top>Organization,P+
580,room,concept,11,Top>Location>Facility,P+
581,mistake,concept,12,Top>OtherEntity,N
582,quality of the product,concept,13,Top,N
583,tavern,concept,14,Top>Location>Facility,P+
584,room,concept,15,Top>Location>Facility,P+
588,store,concept,2,Top>Location>Facility,P
592,store,concept,6,Top>Location>Facility>Market,P
593,souvenir,concept,7,Top,P
594,staff,concept,8,Top>Organization,P+
597,store,concept,11,Top>Location>Facility>Market,P
599,tea,entity,1,Top>Product>Food>Beverage,P
602,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,P
604,food,concept,5,Top>Product>Food,P
607,bathroom,concept,8,Top>Location>Facility,P
608,dinner,concept,9,Top>Product>Food,P
611,tea,concept,12,Top>LivingThing>Flora,P
612,Wi-Fi,concept,13,Top>OtherEntity>MethodSystem,P
613,dinner,concept,14,Top>Event,P
614,coffee,concept,15,Top>Product>Food>Beverage,P
616,Palestine,entity,1,Top>Location>GeoPoliticalEntity>Country,N
617,Educational Opportunities,entity,2,Top,N
620,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
623,group,concept,5,Top>Organization,P
624,company,concept,6,Top>Organization>Company,P
629,husband,concept,11,Top>Person,P
631,food,concept,13,Top>Product>Food,P
635,staff,concept,17,Top>Organization,P
637,service,concept,19,Top>Product>ProfessionalService,NEU
641,room,concept,23,Top>Location>Facility,P
642,mattress,concept,24,Top>Product,N
643,arrangement,concept,25,Top>OtherEntity,N
644,interest,concept,26,Top,P
645,request,concept,27,Top,P
647,room,concept,29,Top>Location>Facility,P
651,people,concept,1,Top>Person,P+
653,kind,concept,3,Top>Organization,P+
654,kind,concept,4,Top>OtherEntity>Class,P+
655,buffet,concept,5,Top,P
656,breakfast,concept,6,Top>Event,P
657,breakfast,concept,7,Top>Product>Food,P
658,dinner,concept,8,Top>Product>Food,P
659,service,concept,9,Top>Product>ProfessionalService,P+
661,dinner,concept,11,Top>Event,P
662,cleaner,concept,12,Top>OtherEntity>Vocation,P
664,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
665,family,concept,2,Top>Organization,P+
666,location,concept,3,Top>Location>Address,P+
667,location,concept,4,Top>Location,P+
668,breakfast,concept,5,Top>Event,P+
669,breakfast,concept,6,Top>Product>Food,P+
670,staff,concept,7,Top>Organization,P+
671,friendly,concept,8,Top,P+
672,recommended,concept,9,Top>Person,P+
673,iPad,entity,1,Top>Product>Machine>ElectronicAppliance>ElectronicDevice,N+
674,iPhone,entity,2,Top>Product>Machine>ElectronicAppliance>MobilePhone,N+
678,tablet,concept,4,Top>Product>Machine>ElectronicAppliance>ElectronicDevice,N+
681,tablet,concept,7,Top>Product,N+
682,electrical outlet,concept,8,Top>Product,N+
683,computer,concept,9,Top>Product>Machine>ElectronicAppliance>Computer,N+
684,place,concept,10,Top>Location,N+
685,lighting,concept,11,Top,N+
687,pill,concept,13,Top>Product>Substance>Drug,N+
688,Wi-Fi,concept,14,Top>OtherEntity>MethodSystem,P
691,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
692,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P
693,breakfast,concept,3,Top>Event,P
694,breakfast,concept,4,Top>Product>Food,P
695,lighting,concept,5,Top,N
696,staff,concept,6,Top>Organization,P
697,room,concept,7,Top>Location>Facility,P
698,room,concept,8,Top>Location>Facility,P
701,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
703,position,concept,3,Top>OtherEntity>Title,P+
708,trip,concept,3,Top,P+
711,restaurant,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
716,staff,concept,11,Top>Organization,P
717,friendly,concept,12,Top,P
719,meal,concept,14,Top>Product>Food,P+
722,Grand Park,entity,1,Top>Location>Facility>Park,P
728,food,concept,5,Top>Product>Food,P
729,job,concept,6,Top>OtherEntity>Vocation,NEU
731,Arabian,concept,8,Top>Person,P
733,The Foods,entity,1,Top,N
734,The Grand Park Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
736,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
738,group,concept,4,Top>Organization,N
739,star,concept,5,Top>OtherEntity>Vocation,NEU
748,star,concept,14,Top>Location>AstralBody>Star,NEU
751,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
752,restaurant,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
753,special,concept,3,Top>Product>CulturalProduct>Broadcast,P+
754,food,concept,4,Top>Product>Food,P+
755,staff,concept,5,Top>Organization,P+
757,service,concept,7,Top>Product>ProfessionalService,P+
760,spirit,concept,10,Top,P
763,people,concept,1,Top>Person,P
765,staff,concept,3,Top>Organization,P+
766,dinner,concept,4,Top>Product>Food,NEU
767,Arabian,concept,5,Top>Person,P
768,dinner,concept,6,Top>Event,NEU
769,hotel room,concept,7,Top,P
772,ornament,concept,1,Top>OtherEntity,P
774,elevator,concept,3,Top>Location>Facility,P+
779,chair,concept,8,Top>Location>Facility,P+
786,feminine,concept,15,Top,P
788,friendly,concept,17,Top,P
795,coach,concept,1,Top>OtherEntity>Vocation,P+
796,people,concept,2,Top>Person,P+
797,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
799,cake,concept,5,Top>Product>Food>CookedPlate,P+
800,group,concept,6,Top>Organization,N+
801,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
802,special,concept,8,Top>Product>CulturalProduct>Broadcast,P+
803,administrator,concept,9,Top>OtherEntity>Vocation,P+
804,food,concept,10,Top>Product>Food,N+
805,staff,concept,11,Top>Organization,P+
806,service,concept,12,Top>Product>ProfessionalService,P+
807,front,concept,13,Top,P+
808,manager,concept,14,Top>OtherEntity>Title,P+
809,executive,concept,15,Top>OtherEntity>Title,P+
812,front,concept,18,Top>Location,P+
813,Wi-Fi,concept,19,Top>OtherEntity>MethodSystem,P
814,doorman,concept,20,Top>OtherEntity>Vocation,P+
817,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
818,speaker,concept,2,Top>Person,P
820,speaker,concept,4,Top>Person,P
821,speaker,concept,5,Top>OtherEntity>Vocation,P
823,Grand Park Hotel Bethlehem,entity,1,Top,P+
824,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
825,lighting,concept,2,Top,P+
827,friendly,concept,4,Top,P+
828,dinner,concept,5,Top>Product>Food,P+
829,service,concept,6,Top>Product>ProfessionalService,P+
830,area,concept,7,Top>Location,P+
831,room,concept,8,Top>Location>Facility,P+
832,hall,concept,9,Top>Location>Facility,P+
833,employee,concept,10,Top>Person,P+
834,dinner,concept,11,Top>Event,P+
835,room,concept,12,Top>Location>Facility,P+
839,complaint,concept,4,Top>OtherEntity>Disease,N
845,place,concept,10,Top>Location,P+
847,complaint,concept,12,Top,N
848,staff,concept,13,Top>Organization,P+
849,friendly,concept,14,Top,P+
851,room,concept,16,Top>Location>Facility,P
854,room,concept,19,Top>Location>Facility,P
857,West Bank,entity,3,Top>Organization>Company>FinancialCompany>BankingCompany>BankingServices>Bank,P
858,Milk Grotto,entity,4,Top,P
860,The staff,entity,6,Top>Organization,N
861,West,entity,7,Top>Person>LastName,N
863,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
865,educational,concept,4,Top,NEU
875,Palestinian,concept,14,Top>Person,P
879,occasion,concept,18,Top>Event>Occasion,NEU
881,Belen,entity,2,Top>Location>GeoPoliticalEntity>City,P
883,Bet Lahem Live Festival,entity,4,Top>Event,P
886,people,concept,2,Top>Person,P
887,group,concept,3,Top>Organization,P
888,friend,concept,4,Top>Person,P
891,world,concept,7,Top>Location>AstralBody>Planet,P
894,city,concept,10,Top>Location>GeoPoliticalEntity>City,P
896,staff,concept,12,Top>Organization,P
900,room,concept,16,Top>Location>Facility,P+
902,Palestinian,concept,18,Top>Person,P
903,tourist,concept,19,Top>Person,N
904,room,concept,20,Top>Location>Facility,P+
907,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
909,husband,concept,4,Top>Person,P
910,staff,concept,5,Top>Organization,P+
911,friendly,concept,6,Top,P+
912,living room,concept,7,Top>Location>Facility,P+
914,balcony,concept,9,Top>Location,P
915,room,concept,10,Top>Location>Facility,P
916,stuntman,concept,11,Top>OtherEntity>Vocation,P
917,room,concept,12,Top>Location>Facility,P+
920,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
922,food,concept,3,Top>Product>Food,P
923,room,concept,4,Top>Location>Facility,P
924,room,concept,5,Top>Location>Facility,P
925,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
930,friendly,concept,6,Top,P
931,place,concept,7,Top>Location,P+
933,staff,concept,9,Top>Organization,P
934,friendly,concept,10,Top,P
935,balcony,concept,11,Top>Location,P
936,room,concept,12,Top>Location>Facility,P
938,room,concept,14,Top>Location>Facility,P
940,Owner,entity,2,Top>Person>FirstName,P+
941,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
942,owner,concept,2,Top>Person,P+
943,food,concept,3,Top>Product>Food,P+
946,staff,concept,6,Top>Organization,P+
949,balcony,concept,9,Top>Location,P
950,room,concept,10,Top>Location>Facility,P
951,bottle,concept,11,Top>Product>Utensil>Container,P
953,room,concept,13,Top>Location>Facility,P
956,star,concept,2,Top>OtherEntity>Vocation,P
957,channel,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,P
959,breakfast,concept,5,Top>Event,P+
960,place,concept,6,Top>Location,P+
961,breakfast,concept,7,Top>Product>Food,P+
962,$,concept,8,Top>Unit>Currency,N
963,channel,concept,9,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,P
964,balcony,concept,10,Top>Location,P
965,star,concept,11,Top>Location>AstralBody>Star,P
967,English Channel,entity,1,Top>Location>GeographicalEntity>WaterForm>Channel,P
969,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
971,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,P
977,friendly,concept,9,Top,P
979,staff,concept,11,Top>Organization,P+
980,service,concept,12,Top>Product>ProfessionalService,P+
981,room,concept,13,Top>Location>Facility,N
982,Wi-Fi,concept,14,Top>OtherEntity>MethodSystem,P
983,room,concept,15,Top>Location>Facility,N
985,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
986,family,concept,2,Top>Organization,P
987,breakfast,concept,3,Top>Event,P
988,breakfast,concept,4,Top>Product>Food,P
990,doomed,concept,6,Top,N
991,friendly,concept,7,Top,P
992,service,concept,8,Top>Product>ProfessionalService,P
