,Form,Topic Category,Rank,Type,Polarity
5158,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5161,atmosphere,concept,4,Top>Location,P
5163,atmosphere,concept,6,Top>Unit>WeightUnit,P
5165,staff,concept,8,Top>Organization,P
5166,friendly,concept,9,Top,P
5172,star,concept,4,Top>OtherEntity>Vocation,P
5175,place,concept,7,Top>Location,P
5179,service,concept,11,Top>Product>ProfessionalService,P
5181,room,concept,13,Top>Location>Facility,P
5182,star,concept,14,Top>Location>AstralBody>Star,P
5184,room,concept,16,Top>Location>Facility,P
5189,operation,concept,2,Top,P
5195,star,concept,8,Top>OtherEntity>Vocation,P
5201,plant,concept,14,Top>LivingThing>Flora,P
5205,treatment,concept,18,Top,P
5207,star,concept,20,Top>Location>AstralBody>Star,P
5210,UN,entity,1,Top>Organization>InternationalOrganization,P
5216,aid,concept,2,Top,P
5227,friendly,concept,13,Top,P
5230,bathroom,concept,16,Top>Location>Facility,P
5232,service,concept,18,Top>Product>ProfessionalService,P
5240,organization,concept,26,Top>Organization,P
5241,room,concept,27,Top>Location>Facility,P
5243,Palestinian,concept,29,Top>Person,P
5247,room,concept,33,Top>Location>Facility,P
5260,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5266,speaker,concept,7,Top>Person,P
5272,meaning,concept,13,Top>OtherEntity,P
5278,staff,concept,19,Top>Organization,P
5281,speaker,concept,22,Top>Person,P
5283,speaker,concept,24,Top>OtherEntity>Vocation,P
5322,staff,concept,5,Top>Organization,P
5331,people,concept,2,Top>Person,P
5332,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5334,friend,concept,5,Top>Person,P
5335,arrogant,concept,6,Top,P
5336,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
5343,staff,concept,14,Top>Organization,P
5359,attraction,concept,9,Top>Product>CulturalProduct>Show,P
5367,workers journalists,entity,6,Top>OtherEntity>Title,P
5368,Gestiones e Iniciativas Arcmed,entity,7,Top>Organization>Company>TechnologyCompany,P
5370,aid,concept,1,Top,P
5372,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5374,restaurant,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
5378,food,concept,9,Top>Product>Food,P
5380,shortage,concept,11,Top,P
5382,friendly,concept,13,Top,P
5384,Italian,concept,15,Top,P
5385,room,concept,16,Top>Location>Facility,P
5386,room,concept,17,Top>Location>Facility,P
5387,worker,concept,1,Top>OtherEntity>Vocation,P
5388,era,concept,2,Top>Unit>TimeUnit>Era,P
5389,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5394,sea,concept,8,Top>Location>GeographicalEntity>WaterForm>Sea,P
5395,food,concept,9,Top>Product>Food,P
5403,host,concept,1,Top>Person,P
5404,exterior,concept,2,Top>Location,P
5407,design,concept,5,Top,P
5409,host,concept,7,Top,P
5410,building,concept,8,Top>Location>Facility,P
5411,room,concept,9,Top>Location>Facility,P
5412,property,concept,10,Top,P
5413,room,concept,11,Top>Location>Facility,P
5415,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5418,service,concept,4,Top>Product>ProfessionalService,P
5420,Arabic,concept,6,Top,P
5431,worker,concept,1,Top>OtherEntity>Vocation,P
5433,journalist,concept,3,Top>OtherEntity>Vocation,P
5434,aid,concept,4,Top,P
5435,friend,concept,5,Top>Person,P
5436,restaurant,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
5437,fish,concept,7,Top>LivingThing>Animal>Vertebrate>Fish,P
5439,place,concept,9,Top>Location,P
5440,store,concept,10,Top>Location>Facility>Market,P
5442,diplomat,concept,12,Top>OtherEntity>Vocation,P
5446,Deira,entity,2,Top,P
5463,room,concept,15,Top>Location>Facility,P
5464,room,concept,16,Top>Location>Facility,P
5469,Moroccan,concept,2,Top>Person,P
5474,staff,concept,7,Top>Organization,P
5476,window,concept,9,Top>Product,P
5478,meal,concept,11,Top>Product>Food,P
5481,room,concept,14,Top>Location>Facility,P
5482,Summer,concept,15,Top>Timex,P
5484,winter,concept,17,Top>Timex,P
5485,room,concept,18,Top>Location>Facility,P
5486,Gaza,entity,1,Top>Location>GeoPoliticalEntity>City,P
5497,restaurant,concept,9,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
5502,food,concept,14,Top>Product>Food,P
5523,noise,concept,35,Top,P
5528,restaurant,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
5530,housing,concept,3,Top>Location>Facility,P
5537,atmosphere,concept,4,Top>Location,P
5539,atmosphere,concept,6,Top>Unit>WeightUnit,P
5546,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5555,Al Deira,entity,1,Top>Person>FullName,P
5557,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P
5561,place,concept,6,Top>Location,P
5562,staff,concept,7,Top>Organization,P
5563,bathroom,concept,8,Top>Location>Facility,P
5566,room,concept,11,Top>Location>Facility,P
5567,room,concept,12,Top>Location>Facility,P
5569,Gazans,entity,2,Top,P
5571,worker,concept,1,Top>OtherEntity>Vocation,P
5575,international aid,concept,5,Top,P
5578,atmosphere,concept,8,Top>Location,P
5579,Moroccan,concept,9,Top,P
5580,atmosphere,concept,10,Top>Unit>WeightUnit,P
5581,sea,concept,11,Top>Location>GeographicalEntity>WaterForm>Sea,P
5585,correspondent,concept,15,Top>OtherEntity>Vocation,P
5586,staff,concept,16,Top>Organization,P
5587,palace,concept,17,Top>Location>Facility,P
5610,room,concept,7,Top>Location>Facility,P
5611,room,concept,8,Top>Location>Facility,P
5614,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5616,bathroom,concept,3,Top>Location>Facility,P
5654,service,concept,24,Top>Product>ProfessionalService,P
5660,room,concept,30,Top>Location>Facility,P
5663,room,concept,33,Top>Location>Facility,P
5683,place,concept,4,Top>Location,P
5684,staff,concept,5,Top>Organization,P
5689,bus,concept,3,Top>Product>Machine>Vehicle,P
5691,star,concept,5,Top>OtherEntity>Vocation,P
5695,breakfast,concept,9,Top>Event,P
5696,breakfast,concept,10,Top>Product>Food,P
5697,staff,concept,11,Top>Organization,P
5699,bathroom,concept,13,Top>Location>Facility,P
5700,room,concept,14,Top>Location>Facility,P
5701,star,concept,15,Top>Location>AstralBody>Star,P
5702,room,concept,16,Top>Location>Facility,P
5703,Joseph,entity,1,Top>Person>FirstName,P
5704,Joseph,entity,2,Top>Person>FirstName,P
5707,son,concept,1,Top>Person,P
5709,proprietor,concept,3,Top>Person,P
5716,street,concept,2,Top>Location>Facility>Line,P
5729,start,concept,15,Top>Process,P
5732,Belen,entity,3,Top>Location>GeoPoliticalEntity>City,P
5733,Italy,entity,4,Top>Location>GeoPoliticalEntity>Country,P
5735,Joseph,entity,6,Top>Person,P
5738,France,entity,9,Top>Location>GeoPoliticalEntity>Country,P
5740,American,concept,1,Top,P
5741,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5743,home,concept,4,Top>Location>Facility,P
5746,arm,concept,7,Top>LivingThing>BodyPart,P
5750,star,concept,11,Top>OtherEntity>Vocation,P
5753,citizen,concept,14,Top>Person,P
5754,cup,concept,15,Top>Event>Occasion>Games,P
5755,American,concept,16,Top,P
5757,open,concept,18,Top>Event>Occasion>Games,P
5769,caramel,concept,30,Top>Product>Food>CookedPlate,P
5770,candy,concept,31,Top>Product>Food>CookedPlate,P
5771,birth,concept,32,Top>Event,P
5772,star,concept,33,Top>Location>AstralBody>Star,P
5774,sweet,concept,35,Top>Product>Food>CookedPlate,P
5784,solid,concept,6,Top,P
5790,acto,concept,12,Top>Process,P
5797,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5798,family,concept,2,Top>Organization,P
5800,shorts,concept,4,Top>Product>Textile>Clothes,P
5801,white,concept,5,Top>OtherEntity>Color,P
5802,special,concept,6,Top>Product>CulturalProduct>Broadcast,P
5803,shower,concept,7,Top>Event>NaturalPhenomena,P
5805,drawer,concept,9,Top>Person,P
5808,caldron,concept,12,Top>Product>Utensil>Container,P
5810,wardrobe,concept,14,Top>Location>Facility,P
5817,location,concept,3,Top>Location>Address,P
5819,location,concept,5,Top>Location,P
5820,food,concept,6,Top>Product>Food,P
5822,Joseph,entity,1,Top>Person>FirstName,P
5823,Joseph,entity,2,Top>Person>FirstName,P
5826,Field,entity,5,Top>Location>Facility>Sport,P
5827,Shepherd,entity,6,Top>Person>LastName,P
5828,Joey,entity,7,Top>Person>FirstName,P
5829,Bethlehem,entity,8,Top>Location>GeoPoliticalEntity,P
5830,Yvonne,entity,9,Top>Person>FirstName,P
5831,field,concept,1,Top>Location>GeographicalEntity>LandForm>Valley,P
5833,access,concept,3,Top>Process,P
5834,family,concept,4,Top>Organization,P
5836,host,concept,6,Top>Person,P
5837,field,concept,7,Top>Location>GeographicalEntity>NaturalReserve,P
5839,job,concept,9,Top>OtherEntity>Vocation,P
5840,science,concept,10,Top>OtherEntity>Doctrine>Academic,P
5844,host,concept,14,Top,P
5845,Internet,concept,15,Top>OtherEntity>MethodSystem,P
5846,room,concept,16,Top>Location>Facility,P
5847,room,concept,17,Top>Location>Facility,P
5849,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5851,owner,concept,3,Top>Person,P
5854,room,concept,6,Top>Location>Facility,P
5855,room,concept,7,Top>Location>Facility,P
5856,plan,concept,8,Top>OtherEntity>Doctrine>Plan,P
5859,food,concept,2,Top>Product>Food,P
5861,service,concept,4,Top>Product>ProfessionalService,P
5862,room,concept,5,Top>Location>Facility,P
5863,Wi-Fi,concept,6,Top>OtherEntity>MethodSystem,P
5864,request,concept,7,Top,P
5865,room,concept,8,Top>Location>Facility,P
5872,food,concept,5,Top>Product>Food,P
5875,Wi-Fi,concept,8,Top>OtherEntity>MethodSystem,P
5889,room,concept,10,Top>Location>Facility,P
5890,room,concept,11,Top>Location>Facility,P
5896,owner,concept,4,Top>Person,P
5901,Kiev,entity,2,Top>Location>GeoPoliticalEntity>City,P
5904,Ukraine,entity,5,Top>Location>GeoPoliticalEntity>Country,P
5906,Alexander,entity,7,Top>Person,P
5908,Oksana Nikolaenko,entity,9,Top>Person>FullName,P
5912,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5913,home,concept,4,Top>Location>Facility,P
5916,friend,concept,7,Top>Person,P
5918,love,concept,9,Top>Person,P
5919,atmosphere,concept,10,Top>Location,P
5920,relative,concept,11,Top>Person,P
5921,atmosphere,concept,12,Top>Unit>WeightUnit,P
5922,friendly,concept,13,Top,P
5923,staff,concept,14,Top>Organization,P
5926,room,concept,17,Top>Location>Facility,P
5927,relative,concept,18,Top,P
5928,love,concept,19,Top>Person,P
5929,room,concept,20,Top>Location>Facility,P
5934,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5939,decoration,concept,6,Top>OtherEntity>Award,P
5940,room,concept,7,Top>Location>Facility,P
5942,room,concept,9,Top>Location>Facility,P
5946,Alexander hotel,entity,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5949,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5959,friendly,concept,12,Top,P
5962,staff,concept,15,Top>Organization,P
5966,modest,concept,19,Top,P
5980,room,concept,13,Top>Location>Facility,P
5982,room,concept,15,Top>Location>Facility,P
5983,Joseph,entity,1,Top>Person>FirstName,P
5984,Joseph,entity,2,Top>Person>FirstName,P
5985,Johnny,entity,3,Top>Person>FirstName,P
5989,Ivana,entity,7,Top>Person>FirstName,P
5990,Joey,entity,8,Top>Person>FirstName,P
5998,store,concept,8,Top>Location>Facility>Market,P
6000,souvenir,concept,10,Top,P
6001,brother,concept,11,Top>Person,P
6003,start,concept,13,Top>Process,P
6009,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6010,street,concept,4,Top>Location>Facility>Line,P
6011,access,concept,5,Top>Process,P
6032,kind,concept,3,Top>Organization,P
6033,pasta,concept,4,Top>Product>Food>CookedPlate,P
6035,worm,concept,6,Top,P
6036,kind,concept,7,Top>OtherEntity>Class,P
6040,buffet,concept,11,Top,P
6041,church,concept,12,Top>Location>Facility>WorshipPlace,P
6042,vegetable,concept,13,Top>Product>Food>FruitOrVegetable,P
6043,soup,concept,14,Top>Product>Food>CookedPlate,P
6046,place,concept,17,Top>Location,P
6048,worm,concept,19,Top>Person,P
6049,plant,concept,20,Top>LivingThing>Flora,P
6050,worm,concept,21,Top>LivingThing>Animal>Invertebrate,P
6051,birth,concept,22,Top>Event,P
6053,potato,concept,24,Top>LivingThing>Flora,P
6059,Betlehem restaurant,entity,3,Top>Location>Facility,P
6060,car,concept,1,Top>Product>Machine>Vehicle>Car,P
6064,cup,concept,5,Top>Event>Occasion>Games,P
6071,favorite,concept,12,Top>Person,P
6074,Josef,entity,1,Top>Person>FirstName,P
6076,Alexander Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6078,Ivana,entity,5,Top>Person>FirstName,P
6081,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6084,couple,concept,5,Top>Organization,P
6089,photograph,concept,10,Top>Product,P
6090,Palestinian,concept,11,Top,P
6093,Eastern,concept,14,Top>Person,P
6094,breakfast,concept,15,Top>Event,P
6095,place,concept,16,Top>Location,P
6096,breakfast,concept,17,Top>Product>Food,P
6100,room,concept,21,Top>Location>Facility,P
6101,website,concept,22,Top>Location,P
6102,hall,concept,23,Top>Location>Facility,P
6105,Eastern,concept,26,Top,P
6106,room,concept,27,Top>Location>Facility,P
6109,Josef,entity,1,Top>Person>FirstName,P
6111,Ivana,entity,3,Top>Person>FirstName,P
6120,owner,concept,8,Top>Person,P
6122,flexibility,concept,10,Top,P
6140,staff,concept,11,Top>Organization,P
6141,friendly,concept,12,Top,P
6166,housing,concept,20,Top>Location>Facility,P
6180,tea,entity,2,Top>Product>Food>Beverage,P
6192,tea,concept,12,Top>LivingThing>Flora,P
6196,coffee,concept,16,Top>Product>Food>Beverage,P
6202,space,concept,3,Top>Location,P
6203,space,concept,4,Top>Unit>SpaceUnit,P
6205,breakfast,concept,6,Top>Event,P
6206,friendly,concept,7,Top,P
6207,breakfast,concept,8,Top>Product>Food,P
6217,Casablanca Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6247,staff,concept,9,Top>Organization,P
6261,appear,concept,3,Top,P
6264,hotel,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6267,access,concept,9,Top>Process,P
6269,location,concept,11,Top>Location>Address,P
6273,location,concept,15,Top>Location,P
6286,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6295,city,concept,12,Top>Location>GeoPoliticalEntity>City,P
6297,room,concept,14,Top>Location>Facility,P
6298,room,concept,15,Top>Location>Facility,P
6301,beach,concept,1,Top>Location>GeographicalEntity>LandForm>Beach,P
6304,sea,concept,4,Top>Location>GeographicalEntity>WaterForm>Sea,P
6306,place,concept,6,Top>Location,P
6308,service,concept,8,Top>Product>ProfessionalService,P
6310,room,concept,10,Top>Location>Facility,P
6311,room,concept,11,Top>Location>Facility,P
6320,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6325,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6326,team,concept,6,Top>Organization,P
6339,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6341,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6344,star,concept,3,Top>OtherEntity>Vocation,P
6350,job,concept,9,Top>OtherEntity>Vocation,P
6355,service,concept,14,Top>Product>ProfessionalService,P
6359,room,concept,18,Top>Location>Facility,P
6360,star,concept,19,Top>Location>AstralBody>Star,P
6363,room,concept,22,Top>Location>Facility,P
6381,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6386,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6387,team,concept,6,Top>Organization,P
6400,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6402,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6405,star,concept,3,Top>OtherEntity>Vocation,P
6411,job,concept,9,Top>OtherEntity>Vocation,P
6416,service,concept,14,Top>Product>ProfessionalService,P
6420,room,concept,18,Top>Location>Facility,P
6421,star,concept,19,Top>Location>AstralBody>Star,P
6424,room,concept,22,Top>Location>Facility,P
6442,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6447,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6448,team,concept,6,Top>Organization,P
6461,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6463,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6466,star,concept,3,Top>OtherEntity>Vocation,P
6472,job,concept,9,Top>OtherEntity>Vocation,P
6477,service,concept,14,Top>Product>ProfessionalService,P
6481,room,concept,18,Top>Location>Facility,P
6482,star,concept,19,Top>Location>AstralBody>Star,P
6485,room,concept,22,Top>Location>Facility,P
6503,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6508,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6509,team,concept,6,Top>Organization,P
6522,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6524,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6527,star,concept,3,Top>OtherEntity>Vocation,P
6533,job,concept,9,Top>OtherEntity>Vocation,P
6538,service,concept,14,Top>Product>ProfessionalService,P
6542,room,concept,18,Top>Location>Facility,P
6543,star,concept,19,Top>Location>AstralBody>Star,P
6546,room,concept,22,Top>Location>Facility,P
6564,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6569,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6570,team,concept,6,Top>Organization,P
6583,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6585,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6588,star,concept,3,Top>OtherEntity>Vocation,P
6594,job,concept,9,Top>OtherEntity>Vocation,P
6599,service,concept,14,Top>Product>ProfessionalService,P
6603,room,concept,18,Top>Location>Facility,P
6604,star,concept,19,Top>Location>AstralBody>Star,P
6607,room,concept,22,Top>Location>Facility,P
6625,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6630,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6631,team,concept,6,Top>Organization,P
6644,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6646,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6649,star,concept,3,Top>OtherEntity>Vocation,P
6655,job,concept,9,Top>OtherEntity>Vocation,P
6660,service,concept,14,Top>Product>ProfessionalService,P
6664,room,concept,18,Top>Location>Facility,P
6665,star,concept,19,Top>Location>AstralBody>Star,P
6668,room,concept,22,Top>Location>Facility,P
6686,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6691,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6692,team,concept,6,Top>Organization,P
6705,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6707,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6710,star,concept,3,Top>OtherEntity>Vocation,P
6716,job,concept,9,Top>OtherEntity>Vocation,P
6721,service,concept,14,Top>Product>ProfessionalService,P
6725,room,concept,18,Top>Location>Facility,P
6726,star,concept,19,Top>Location>AstralBody>Star,P
6729,room,concept,22,Top>Location>Facility,P
6747,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6752,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6753,team,concept,6,Top>Organization,P
6766,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6768,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6771,star,concept,3,Top>OtherEntity>Vocation,P
6777,job,concept,9,Top>OtherEntity>Vocation,P
6782,service,concept,14,Top>Product>ProfessionalService,P
6786,room,concept,18,Top>Location>Facility,P
6787,star,concept,19,Top>Location>AstralBody>Star,P
6790,room,concept,22,Top>Location>Facility,P
6808,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6813,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6814,team,concept,6,Top>Organization,P
6827,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6829,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6832,star,concept,3,Top>OtherEntity>Vocation,P
6838,job,concept,9,Top>OtherEntity>Vocation,P
6843,service,concept,14,Top>Product>ProfessionalService,P
6847,room,concept,18,Top>Location>Facility,P
6848,star,concept,19,Top>Location>AstralBody>Star,P
6851,room,concept,22,Top>Location>Facility,P
6869,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6874,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6875,team,concept,6,Top>Organization,P
6888,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6890,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6893,star,concept,3,Top>OtherEntity>Vocation,P
6899,job,concept,9,Top>OtherEntity>Vocation,P
6904,service,concept,14,Top>Product>ProfessionalService,P
6908,room,concept,18,Top>Location>Facility,P
6909,star,concept,19,Top>Location>AstralBody>Star,P
6912,room,concept,22,Top>Location>Facility,P
6930,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6935,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6936,team,concept,6,Top>Organization,P
6949,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6951,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6954,star,concept,3,Top>OtherEntity>Vocation,P
6960,job,concept,9,Top>OtherEntity>Vocation,P
6965,service,concept,14,Top>Product>ProfessionalService,P
6969,room,concept,18,Top>Location>Facility,P
6970,star,concept,19,Top>Location>AstralBody>Star,P
6973,room,concept,22,Top>Location>Facility,P
6991,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6996,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6997,team,concept,6,Top>Organization,P
7010,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
7012,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7015,star,concept,3,Top>OtherEntity>Vocation,P
7021,job,concept,9,Top>OtherEntity>Vocation,P
7026,service,concept,14,Top>Product>ProfessionalService,P
7030,room,concept,18,Top>Location>Facility,P
7031,star,concept,19,Top>Location>AstralBody>Star,P
7034,room,concept,22,Top>Location>Facility,P
7062,location,concept,3,Top>Location>Address,P
7063,location,concept,4,Top>Location,P
7065,food,concept,6,Top>Product>Food,P
7066,staff,concept,7,Top>Organization,P
7067,gem,concept,8,Top>Product>Substance>Mineral,P
7070,boarding house,concept,11,Top>Location>Facility,P
7071,room,concept,12,Top>Location>Facility,P
7072,room,concept,13,Top>Location>Facility,P
7077,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7078,friend,concept,3,Top>Person,P
7084,breakfast,concept,9,Top>Event,P
7085,breakfast,concept,10,Top>Product>Food,P
7088,staff,concept,13,Top>Organization,P
7089,friendly,concept,14,Top,P
7090,room,concept,15,Top>Location>Facility,P
7092,sunny,concept,17,Top,P
7093,room,concept,18,Top>Location>Facility,P
7094,Europe,entity,1,Top>Location>GeoPoliticalEntity>Continent,P
7096,star,concept,2,Top>OtherEntity>Vocation,P
7098,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
7099,food,concept,5,Top>Product>Food,P
7101,room,concept,7,Top>Location>Facility,P
7102,star,concept,8,Top>Location>AstralBody>Star,P
7103,room,concept,9,Top>Location>Facility,P
7106,shower,concept,2,Top>Event>NaturalPhenomena,P
7108,breakfast,concept,4,Top>Event,P
7109,breakfast,concept,5,Top>Product>Food,P
7111,dinner,concept,7,Top>Product>Food,P
7112,service,concept,8,Top>Product>ProfessionalService,P
7113,area,concept,9,Top>Location,P
7116,dinner,concept,12,Top>Event,P
7130,location,concept,3,Top>Location>Address,P
7131,location,concept,4,Top>Location,P
7133,food,concept,6,Top>Product>Food,P
7134,staff,concept,7,Top>Organization,P
7135,gem,concept,8,Top>Product>Substance>Mineral,P
7138,boarding house,concept,11,Top>Location>Facility,P
7139,room,concept,12,Top>Location>Facility,P
7140,room,concept,13,Top>Location>Facility,P
7145,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
7146,friend,concept,3,Top>Person,P
7152,breakfast,concept,9,Top>Event,P
7153,breakfast,concept,10,Top>Product>Food,P
7156,staff,concept,13,Top>Organization,P
7157,friendly,concept,14,Top,P
7158,room,concept,15,Top>Location>Facility,P
7160,sunny,concept,17,Top,P
7161,room,concept,18,Top>Location>Facility,P
7162,Europe,entity,1,Top>Location>GeoPoliticalEntity>Continent,P
7164,star,concept,2,Top>OtherEntity>Vocation,P
7166,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
7167,food,concept,5,Top>Product>Food,P
7169,room,concept,7,Top>Location>Facility,P
7170,star,concept,8,Top>Location>AstralBody>Star,P
7171,room,concept,9,Top>Location>Facility,P
7174,shower,concept,2,Top>Event>NaturalPhenomena,P
7176,breakfast,concept,4,Top>Event,P
7177,breakfast,concept,5,Top>Product>Food,P
7179,dinner,concept,7,Top>Product>Food,P
7180,service,concept,8,Top>Product>ProfessionalService,P
7181,area,concept,9,Top>Location,P
7184,dinner,concept,12,Top>Event,P
7198,location,concept,3,Top>Location>Address,P
7199,location,concept,4,Top>Location,P
7201,food,concept,6,Top>Product>Food,P
7202,staff,concept,7,Top>Organization,P
7203,gem,concept,8,Top>Product>Substance>Mineral,P
7206,boarding house,concept,11,Top>Location>Facility,P
7207,room,concept,12,Top>Location>Facility,P
